year,fed,best_name,best_rating,num_players
1975,BRA,"Mecking,H. ",2610,19
1976,BRA,"Mecking,H. ",2620,17
1977,BRA,"Mecking,H. ",2635,14
1978,BRA,"Mecking,H. ",2630,14
1979,BRA,"Trois,F. ",2415,19
1980,BRA,"Mecking,H. ",2615,22
1981,BRA,"Mecking,H. ",2615,29
1982,BRA,"Mecking,H. ",2615,33
1983,BRA,"Sunye Neto,J. ",2480,32
1984,BRA,"Sunye Neto,J. ",2470,30
1985,BRA,"Sunye Neto,J. ",2510,43
1986,BRA,"Sunye Neto,J. ",2480,43
1987,BRA,"Sunye-Neto,J. ",2500,46
1988,BRA,"Milos,G. ",2510,46
1989,BRA,"Milos,G. ",2510,55
1990,BRA,"Milos,G. ",2530,58
1991,BRA,"Mecking, Henrique  ",2615,68
1992,BRA,"Mecking, Henrique  ",2610,91
1993,BRA,"Mecking, Henrique  ",2605,111
1994,BRA,"Mecking, Henrique  ",2575,129
1995,BRA,"Mecking, Henrique  ",2575,151
1996,BRA,"Milos,Gilberto  ",2565,172
1997,BRA,"Milos,Gilberto  ",2605,199
1998,BRA,"Mecking, Henrique  ",2560,219
1999,BRA,"Milos, Gilberto  ",2586,299
2000,BRA,"Milos, Gilberto  ",2620,342
2001,BRA,"Milos, Gilberto",2608,394
2002,BRA,"Vescovi, Giovanni",2590,301
2003,BRA,"Vescovi, Giovanni",2592,464
2004,BRA,"Vescovi, Giovanni",2633,531
2005,BRA,"Vescovi, Giovanni",2645,630
2006,BRA,undefined,2633,756
2007,BRA,"Leitao, Rafael",2604,867
2008,BRA,"Vescovi, Giovanni",2617,1029
2009,BRA,"Vescovi, Giovanni",2635,1164
2010,BRA,"Vescovi, Giovanni",2660,1356
2011,BRA,"Vescovi, Giovanni",2631,1576
2012,BRA,"Leitao, Rafael",2640,1885
2013,BRA,"Leitao, Rafael",2618,2187
2014,BRA,"Leitao, Rafael",2645,2464
2015,BRA,"Leitao, Rafael",2636,2861
2016,BRA,"Leitao, Rafael",2633,3560
2017,BRA,"Leitao, Rafael",2618,4034
2018,BRA,"Leitao, Rafael",2619,4465
2019,BRA,"Leitao, Rafael",2617,4870
2020,BRA,"Vescovi, Giovanni",2606,5375
1975,ECU,"Yepez,O. ",2370,5
1976,ECU,"Yepez,O. ",2370,6
1977,ECU,"Yepez,O. ",2385,7
1978,ECU,"Yepez,O. ",2390,12
1979,ECU,"Yepez,O. ",2390,13
1980,ECU,"Yepez,O. ",2390,17
1981,ECU,"Verduga,D. ",2480,17
1982,ECU,"Verduga,D. ",2470,15
1983,ECU,"Verduga,D. ",2440,9
1984,ECU,"Verduga,D. ",2435,5
1985,ECU,"Verduga,D. ",2415,8
1986,ECU,"Moran,B. ",2420,7
1987,ECU,"Matamoros,C.S. ",2395,10
1988,ECU,"Matamoros,C.S. ",2435,10
1989,ECU,"Matamoros,C.S. ",2440,10
1990,ECU,"Matamoros,C.S. ",2420,10
1991,ECU,"Matamoros.Franco,Carlos  ",2420,20
1992,ECU,"Matamoros.Franco,Carlos  ",2420,20
1993,ECU,"Matamoros.Franco,Carlos  ",2410,20
1994,ECU,"Moran,Augusto  ",2415,21
1995,ECU,"Matamoros.Franco,Carlos  ",2430,22
1996,ECU,"Matamoros.Franco,Carlos  ",2430,29
1997,ECU,"Matamoros.Franco,Carlos  ",2480,31
1999,ECU,"Matamoros Franco, Carlos S. ",2458,59
2000,ECU,"Matamoros Franco, Carlos S  ",2492,84
2001,ECU,"Matamoros Franco, Carlos S.",2467,112
2002,ECU,"Matamoros Franco, Carlos S.",2456,117
2003,ECU,"Matamoros Franco, Carlos S",2461,141
2004,ECU,"Matamoros Franco, Carlos S",2490,177
2005,ECU,"Matamoros Franco, Carlos S",2522,229
2006,ECU,undefined,2510,318
2007,ECU,"Matamoros Franco, Carlos S.",2540,362
2008,ECU,"Matamoros Franco,",2529,392
2009,ECU,"Matamoros Franco, Carlos S.",2532,490
2010,ECU,"Matamoros Franco, Carlos S.",2545,563
2012,ECU,"Matamoros Franco, Carlos S.",2552,706
2015,ECU,"Matamoros Franco, Carlos S.",2523,840
2016,ECU,"Matamoros Franco, Carlos S.",2529,918
2017,ECU,"Matamoros Franco, Carlos S.",2486,1053
2018,ECU,"Matamoros Franco, Carlos S.",2484,1111
2019,ECU,"Matamoros Franco, Carlos S.",2498,1169
2020,ECU,"Matamoros Franco, Carlos S.",2487,1327
1975,VEN,"Sanchez,C. ",2385,5
1976,VEN,"Sanchez,C. ",2385,6
1977,VEN,"Sanchez,C. ",2340,9
1978,VEN,"Palacios,A. ",2370,8
1979,VEN,"Ostos,J. ",2360,10
1980,VEN,"Ostos,J. ",2365,12
1981,VEN,"Ostos,J. ",2380,12
1982,VEN,"Ostos,J. ",2380,13
1983,VEN,"Ostos,J. ",2365,12
1984,VEN,"Fernandez,A. ",2375,9
1985,VEN,"Fernandez,Ant. ",2375,9
1986,VEN,"Ostos,J. ",2365,8
1987,VEN,Guerra J. ,2355,10
1988,VEN,"Ostos,J. ",2390,10
1989,VEN,Tapaszto  ,2370,14
1990,VEN,Guerra J. ,2360,13
1991,VEN,"Guerra, Jose L  ",2360,22
1992,VEN,"Guerra, Jose L  ",2360,22
1993,VEN,"Guerra, Jose L  ",2360,23
1994,VEN,"Guerra, Jose L  ",2360,26
1995,VEN,"Guerra, Jose L  ",2360,26
1996,VEN,"Guerra, Jose L  ",2360,30
1997,VEN,"Rohl,Juan  ",2415,32
1998,VEN,"Rohl,Juan  ",2375,20
1999,VEN,"Fernandez, Antonio  ",2365,55
2000,VEN,"Fernandez, Antonio  ",2365,57
2001,VEN,"Gallegos, Carlos",2403,62
2002,VEN,"Gallegos, Carlos",2403,39
2003,VEN,"Gallegos, Carlos",2432,71
2004,VEN,"Gallegos, Carlos",2460,76
2005,VEN,"Sequera, Jose",2432,80
2006,VEN,undefined,2448,88
2007,VEN,"Prasca, Raphael",2439,98
2008,VEN,"Iturrizaga, Eduard",2470,118
2009,VEN,"Iturrizaga, Eduardo",2528,136
2010,VEN,"Iturrizaga, Eduardo",2616,158
2011,VEN,"Iturrizaga, Eduardo",2611,179
2012,VEN,"Iturrizaga, Eduardo",2649,229
2013,VEN,"Iturrizaga, Eduardo",2650,475
2014,VEN,"Iturrizaga Bonelli, Eduardo",2645,590
2015,VEN,"Iturrizaga Bonelli, Eduardo",2649,828
2016,VEN,"Iturrizaga Bonelli, Eduardo",2624,1101
2017,VEN,"Iturrizaga Bonelli, Eduardo",2652,1450
2018,VEN,"Iturrizaga Bonelli, Eduardo",2650,1754
2019,VEN,"Iturrizaga Bonelli, Eduardo",2637,2073
2020,VEN,"Iturrizaga Bonelli, Eduardo",2597,2368
1975,DOM,Juliao  ,2280,4
1976,DOM,Juliao  ,2280,3
1977,DOM,"Carrion,M. ",2300,5
1978,DOM,"Delgado,C. ",2300,3
1979,DOM,"Abreu,J.D. ",2340,6
1980,DOM,"Abreu,J.D. ",2340,6
1981,DOM,"Abreu,J.D. ",2330,9
1982,DOM,"Abreu,J.D. ",2330,10
1983,DOM,"Mateo,R. ",2430,8
1984,DOM,"Mateo,R. ",2405,6
1985,DOM,"Mateo,R. ",2390,9
1986,DOM,"Mateo,R. ",2395,8
1987,DOM,"Liao,Y.E. ",2405,12
1988,DOM,"Mateo,R. ",2445,13
1989,DOM,"Mateo,R. ",2430,15
1990,DOM,"Mateo,R. ",2430,15
1991,DOM,"Mateo,Ramon  ",2430,16
1992,DOM,"Mateo,Ramon  ",2430,16
1993,DOM,"Mateo,Ramon  ",2430,16
1994,DOM,"Mateo,Ramon  ",2430,16
1995,DOM,"Mateo,Ramon  ",2430,18
1996,DOM,"Mateo,Ramon  ",2430,21
1997,DOM,"Liao, Yuan Eu  ",2425,22
1998,DOM,"Mateo,Ramon  ",2415,12
1999,DOM,"Liao, Yuan Eu  ",2425,22
2000,DOM,"Liao, Yuan Eu  ",2425,23
2001,DOM,"Liao, Yuan Eu",2425,24
2002,DOM,"Mateo, Ramon",2391,13
2003,DOM,"Mateo, Ramon",2437,38
2004,DOM,"Mateo, Ramon",2445,61
2005,DOM,"Mateo, Ramon",2444,96
2006,DOM,undefined,2120,8
2007,DOM,"Liao, Yuan Eu",2425,122
2008,DOM,"Mateo, Ramon",2484,129
2009,DOM,"Mateo, Ramon",2473,150
2010,DOM,"Mateo, Ramon",2453,192
2011,DOM,"Mateo, Ramon",2446,213
2012,DOM,"Mateo, Ramon",2427,227
2013,DOM,"Munoz Santana, Jose Lisandro",2433,246
2014,DOM,"Munoz Santana, Jose Lisandro",2430,285
2015,DOM,"Munoz Santana, Jose Lisandro",2439,360
2016,DOM,"Liao, Yuan Eu",2425,472
2017,DOM,"Munoz Santana, Jose Lisandro",2433,527
2018,DOM,"Munoz Santana, Jose Lisandro",2436,593
2019,DOM,"Liao, Yuan Eu",2425,645
2020,DOM,"Liao, Yuan Eu",2425,736
1975,IRL,"Henry,P. ",2330,9
1976,IRL,"Henry,P. ",2330,9
1977,IRL,"Henry,P. ",2330,11
1978,IRL,Kernan  ,2380,10
1979,IRL,"Henry,P. ",2400,16
1980,IRL,Kernan  ,2395,19
1981,IRL,Kernan  ,2380,20
1982,IRL,Kernan  ,2380,18
1983,IRL,Kernan  ,2380,20
1984,IRL,"Dunne,D. ",2315,8
1985,IRL,"Orr,M.J.L. ",2320,12
1986,IRL,"Orr,M.J.L. ",2330,13
1987,IRL,"Orr,M.J.L. ",2340,18
1988,IRL,"Orr,M.J.L. ",2345,16
1989,IRL,"Orr,M.J.L. ",2375,22
1990,IRL,"Orr,M.J.L. ",2375,24
1991,IRL,"Kernan, Bernard  ",2380,41
1992,IRL,"Kernan, Bernard  ",2380,42
1993,IRL,"Kernan, Bernard  ",2380,50
1994,IRL,"Kernan, Bernard  ",2380,60
1995,IRL,"Kernan, Bernard  ",2380,66
1996,IRL,"Baburin,Alexander  ",2505,62
1997,IRL,"Baburin,Alexander  ",2560,65
1998,IRL,"Baburin,Alexander  ",2600,39
1999,IRL,"Baburin, Alexander  ",2586,84
2000,IRL,"Baburin, Alexander  ",2591,85
2001,IRL,"Baburin, Alexander",2598,91
2002,IRL,"Baburin, Alexander",2565,47
2003,IRL,"Baburin, Alexander",2558,94
2004,IRL,"Baburin, Alexander",2541,101
2005,IRL,"Baburin, Alexander",2523,101
2006,IRL,undefined,2511,117
2007,IRL,"Baburin, Alexander",2545,135
2008,IRL,"Baburin, Alexander",2542,141
2009,IRL,"Baburin, Alexander",2541,154
2010,IRL,"Baburin, Alexander",2552,170
2011,IRL,"Baburin, Alexander",2539,186
2012,IRL,"Baburin, Alexander",2535,217
2013,IRL,"Baburin, Alexander",2534,251
2014,IRL,"Baburin, Alexander",2503,284
2015,IRL,"Collins, Sam E.",2490,323
2016,IRL,"Baburin, Alexander",2490,415
2017,IRL,"Baburin, Alexander",2481,499
2018,IRL,"Kelly, Brian",2480,563
2019,IRL,"Kelly, Brian",2480,643
2020,IRL,"Kelly, Brian",2480,707
1975,PUR,"Colon,A. ",2290,4
1976,PUR,"Colon,A. ",2290,4
1977,PUR,"Colon,A. ",2290,6
1979,PUR,Fryre  ,2230,3
1980,PUR,"Freyre,J. ",2220,3
1981,PUR,Balsinde  ,2235,4
1982,PUR,Balsinde  ,2235,4
1983,PUR,Balsinde  ,2235,6
1984,PUR,"Santa Torre,J. ",2260,3
1985,PUR,Moraza  ,2285,5
1986,PUR,"Torres,L. ",2290,7
1987,PUR,"Freyre,J. ",2260,11
1988,PUR,"Freyre,J. ",2265,12
1989,PUR,"Torres,L. ",2275,10
1990,PUR,"Torres,L. ",2275,12
1991,PUR,"Torres,Luis.",2300,17
1992,PUR,"Torres,Luis.",2310,17
1993,PUR,"Torres,Luis.",2310,18
1994,PUR,"Torres,Luis.",2280,18
1995,PUR,"Santa,Luis.A  ",2295,20
1996,PUR,"Torres,Luis.",2280,24
1997,PUR,"Torres,Luis.",2280,24
1998,PUR,"Torres,Luis.",2270,19
1999,PUR,"Torres, Luis J  ",2270,30
2000,PUR,"Torres, Luis J  ",2270,32
2001,PUR,"Montalvo, Alejandro",2287,34
2002,PUR,"Montalvo, Alejandro",2263,17
2003,PUR,"Montalvo, Alejandro",2288,36
2004,PUR,"Torres, Luis J",2270,40
2005,PUR,"Torres, Luis J",2270,43
2006,PUR,undefined,2270,44
2007,PUR,"Torres, Luis J",2270,48
2008,PUR,"Velasco, Santiago",2287,56
2009,PUR,"Velasco, Santiago",2283,58
2010,PUR,"Velasco, Santiago",2271,67
2011,PUR,"Velasco, Santiago",2289,70
2012,PUR,"Vazquez Reyes, Raul",2302,120
2013,PUR,"Machin Rivera, Mark",2332,166
2014,PUR,"Machin Rivera, Mark",2359,187
2015,PUR,"Machin Rivera, Mark",2352,208
2016,PUR,"Machin Rivera, Mark",2352,255
2017,PUR,"Machin Rivera, Mark",2341,272
2018,PUR,"Machin Rivera, Mark",2341,287
2019,PUR,"Machin Rivera, Mark",2341,311
2020,PUR,"Machin Rivera, Mark",2341,332
1975,MNC,Cellario  ,1820,1
1976,MNC,Cellario  ,1820,1
1977,MNC,Cellario  ,1820,1
1979,MNC,Fassler  ,1900,2
1980,MNC,Fassler  ,1900,2
1981,MNC,Santoy  ,1880,1
1983,MNC,"Girault,E. ",2205,2
1984,MNC,"Girault,E. ",2215,1
1985,MNC,"Girault,E. ",2215,5
1986,MNC,"Girault,E. ",2215,4
1987,MNC,"Caruhana,M. ",2205,3
1988,MNC,"Girault,E. ",2210,4
1989,MNC,"Caruana,M. ",2205,6
1990,MNC,"Caruana,M. ",2205,5
1991,MNC,"Babault,Patrice  ",2305,8
1992,MNC,"Kesmaecker,Philippe  ",2345,9
1993,MNC,"Kesmaecker,Philippe  ",2310,10
1994,MNC,"Kesmaecker,Philippe  ",2310,10
1995,MNC,"Kesmaecker,Philippe  ",2335,10
1996,MNC,"Kesmaecker,Philippe  ",2335,12
1997,MNC,"Kesmaecker,Philippe  ",2340,13
1998,MNC,"Kesmaecker,Philippe  ",2335,8
1999,MNC,"Sorm, Daniel  ",2395,12
2000,MNC,"Sorm, Daniel  ",2395,11
2001,MNC,"Sorm, Daniel",2395,10
2002,MNC,"Kesmaecker, Philippe",2261,9
2003,MNC,"Van Hoolandt, Patrick",2270,12
2004,MNC,"Gentilleau, Jean-Philippe",2267,14
2005,MNC,"Gentilleau, Jean-Philippe",2258,14
2006,MNC,undefined,2274,17
2007,MNC,"Bordi, Kevin",2274,19
2008,MNC,"Efimov, Igor",2468,18
2009,MNC,"Efimov, Igor",2439,21
2010,MNC,"Efimov, Igor",2462,23
2011,MNC,"Efimov, Igor",2413,30
2012,MNC,"Efimov, Igor",2421,32
2013,MNC,"Efimov, Igor",2424,36
2014,MNC,"Efimov, Igor",2381,40
2015,MNC,"Marciano, David",2493,50
2016,MNC,"Marciano, David",2471,59
2017,MNC,"Fontaine, Robert",2549,65
2018,MNC,"Fontaine, Robert",2563,66
2019,MNC,"Marciano, David",2464,68
2020,MNC,"Marciano, David",2464,67
1975,NZL,"Wade,R.G. ",2350,6
1976,NZL,"Sarapu,O. ",2320,4
1977,NZL,"Chandler,M. ",2385,5
1978,NZL,"Chandler,M. ",2390,3
1979,NZL,"Chandler,M. ",2380,7
1980,NZL,"Chandler,M. ",2450,7
1981,NZL,"Chandler,M. ",2455,10
1982,NZL,"Chandler,M. ",2470,14
1983,NZL,"Green,E. ",2310,17
1984,NZL,"Small,V. ",2330,16
1985,NZL,"Small,V. ",2360,17
1986,NZL,"Small,V. ",2360,19
1987,NZL,"Ker,A. ",2410,18
1988,NZL,"Ker,A. ",2410,19
1989,NZL,"Small,V. ",2390,19
1990,NZL,"Small,V.A. ",2390,19
1991,NZL,"Small,Vernon.",2390,33
1992,NZL,"Small,Vernon.",2390,34
1993,NZL,"Martin,Benjamin  ",2410,32
1994,NZL,"Martin,Benjamin  ",2400,35
1995,NZL,"Clemance, Philip A  ",2355,42
1996,NZL,"Dive,Russell.John  ",2430,48
1997,NZL,"Dive,Russell.John  ",2435,54
1998,NZL,"Dive,Russell.John  ",2440,41
1999,NZL,"Dive, Russell John  ",2440,62
2000,NZL,"Dive, Russell John  ",2443,62
2001,NZL,"Dive, Russell John",2411,62
2002,NZL,"Dive, Russell John",2405,31
2003,NZL,"Kulashko, Aleksei",2387,65
2004,NZL,"Kulashko, Aleksei",2373,85
2005,NZL,"Bjelobrk, Igor",2377,102
2006,NZL,undefined,2396,126
2007,NZL,"Martin, Benjamin",2372,144
2008,NZL,"Chandler, Murray G",2540,163
2009,NZL,"Chandler, Murray G",2518,180
2010,NZL,"Chandler, Murray G",2518,192
2011,NZL,"Chandler, Murray G",2518,202
2012,NZL,"Chandler, Murray G",2518,210
2013,NZL,"Chandler, Murray G",2518,230
2014,NZL,"Chandler, Murray G",2518,240
2015,NZL,"Chandler, Murray G",2518,253
2016,NZL,"Chandler, Murray G",2518,298
2017,NZL,"Chandler, Murray G",2518,338
2018,NZL,"Chandler, Murray G",2518,394
2019,NZL,"Chandler, Murray G",2518,433
2020,NZL,"Chandler, Murray G",2518,494
1976,NCA,"Davila,E. ",2300,3
1977,NCA,"Davila,E. ",2300,3
1978,NCA,"Davila,E. ",2300,3
1979,NCA,"Davila,E. ",2300,3
1980,NCA,"Davila,E. ",2300,3
1981,NCA,"Pilarte,R. ",2310,3
1982,NCA,"Pilarte,R. ",2310,8
1983,NCA,"Canda,D. ",2350,13
1984,NCA,"Canda,D. ",2315,14
1985,NCA,"Guevara,Martin  ",2320,8
1986,NCA,"Canda,D. ",2375,8
1987,NCA,"Canda,D. ",2400,7
1988,NCA,"Canda,D. ",2375,8
1989,NCA,"Canda,D. ",2340,9
1990,NCA,"Canda,D. ",2320,9
1991,NCA,"Canda,Danilo  ",2320,9
1992,NCA,"Canda,Danilo  ",2320,8
1993,NCA,"Guevara,Martin  ",2325,12
1994,NCA,"Guevara,Martin  ",2325,23
1995,NCA,"Guevara,Martin  ",2365,24
1996,NCA,"Guevara,Martin  ",2365,24
1997,NCA,"Davila,Carlos  ",2350,27
1998,NCA,"Davila,Carlos  ",2415,20
1999,NCA,"Davila, Carlos  ",2383,29
2000,NCA,"Davila, Carlos  ",2371,31
2001,NCA,"Davila, Carlos",2367,33
2002,NCA,"Guevara, Martin",2346,24
2003,NCA,"Davila, Carlos",2356,35
2004,NCA,"Guevara, Martin",2346,43
2005,NCA,"Davila, Carlos",2358,45
2006,NCA,undefined,2374,52
2007,NCA,"Davila, Carlos",2378,59
2008,NCA,"Davila, Carlos",2376,63
2009,NCA,"Davila, Carlos",2361,73
2010,NCA,"Davila, Carlos",2370,97
2011,NCA,"Davila, Carlos",2319,120
2012,NCA,"Davila, Carlos",2314,134
2013,NCA,"Sirias, Danilo",2308,152
2014,NCA,"Sirias, Danilo",2308,166
2015,NCA,"Sirias, Danilo",2308,196
2016,NCA,"Ampie, Mauro",2355,234
2017,NCA,"Ampie, Mauro",2327,273
2018,NCA,"Ampie, Mauro",2359,326
2019,NCA,"Ampie, Mauro",2318,356
2020,NCA,"Sirias, Danilo",2308,383
1975,SIN,"Tomalczyk,T. ",2360,7
1976,SIN,"Tomalczyk,T. ",2365,7
1977,SIN,"Tomalczyk,T. ",2365,7
1978,SIN,"Lim,S.H. ",2430,4
1979,SIN,"Lim,S.H. ",2440,9
1980,SIN,"Lim,S.H. ",2440,6
1981,SIN,"Lim,S.H. ",2440,12
1982,SIN,"Lim,S.H. ",2440,15
1983,SIN,"Tomalczyk,T. ",2415,14
1984,SIN,"Tomalczyk,T. ",2415,12
1985,SIN,Leow  ,2430,12
1986,SIN,Leow  ,2440,20
1987,SIN,Leow  ,2435,20
1988,SIN,Leow  ,2435,25
1989,SIN,Leow  ,2445,27
1990,SIN,"Leow,L.M. ",2455,28
1991,SIN,"Leow, Leslie M  ",2455,33
1992,SIN,"Leow, Leslie M  ",2455,32
1993,SIN,"Lim, Seng-Hoo  ",2440,37
1994,SIN,"Hsu,Li.Yang  ",2455,38
1995,SIN,"Hsu,Li.Yang  ",2445,43
1996,SIN,"Lim, Seng-Hoo  ",2440,45
1997,SIN,"Lim, Seng-Hoo  ",2440,50
1998,SIN,"Wong,Meng-Kong  ",2430,27
1999,SIN,"Wong, Meng-Kong  ",2459,55
2000,SIN,"Wu, Shaobin  ",2496,58
2001,SIN,"Wu, Shaobin",2535,61
2002,SIN,"Wu, Shaobin",2540,35
2003,SIN,"Wu, Shaobin",2545,71
2004,SIN,"Wu, Shaobin",2504,76
2005,SIN,"Wu, Shaobin",2520,83
2006,SIN,undefined,2500,104
2007,SIN,"Wu, Shaobin",2459,119
2008,SIN,"Zhang, Zhong",2617,139
2009,SIN,"Zhang, Zhong",2656,169
2010,SIN,"Zhang, Zhong",2603,183
2011,SIN,"Zhang, Zhong",2592,191
2012,SIN,"Zhang, Zhong",2593,206
2013,SIN,"Zhang, Zhong",2600,237
2014,SIN,"Zhang, Zhong",2600,257
2015,SIN,"Zhang, Zhong",2614,288
2016,SIN,"Zhang, Zhong",2633,368
1975,POR,"Durao,J. ",2350,5
1976,POR,"Silva,F. ",2340,5
1977,POR,"Silva,F. ",2350,8
1978,POR,"Silva,F. ",2350,5
1979,POR,"Silva,F. ",2360,8
1980,POR,"Silva,F. ",2380,13
1981,POR,"Fernandez,An.M. ",2390,16
1982,POR,"Santos,J.P. ",2365,16
1983,POR,"Santos,L. ",2365,17
1984,POR,"Fernandes,An.M. ",2350,19
1985,POR,"Antunes,A. ",2460,22
1986,POR,"Antunes,A. ",2455,20
1987,POR,"Antunes,A. ",2405,22
1988,POR,"Fernandes,An.M. ",2400,24
1989,POR,"Antunes,A. ",2445,27
1990,POR,"Antunes,A. ",2445,30
1991,POR,"Antunes,Antonio  ",2470,37
1992,POR,"Antunes,Antonio  ",2465,45
1993,POR,"Fernandes,Antonio  ",2455,53
1994,POR,"Antunes,Antonio  ",2465,58
1995,POR,"Antunes,Antonio  ",2525,63
1996,POR,"Antunes,Antonio  ",2545,65
1997,POR,"Antunes,Antonio  ",2510,73
1998,POR,"Antunes,Antonio  ",2495,70
1999,POR,"Antunes, Antonio  ",2496,97
2000,POR,"Antunes, Antonio  ",2496,102
2001,POR,"Antunes, Antonio",2496,124
2002,POR,"Galego, Luis",2521,113
2003,POR,"Galego, Luis",2518,175
2004,POR,"Antunes, Antonio",2496,252
2005,POR,"Antunes, Antonio",2496,361
2006,POR,undefined,2538,452
2007,POR,"Galego, Luis",2537,554
2008,POR,"Galego, Luis",2529,676
2009,POR,"Antunes, Antonio",2496,782
2010,POR,"Antunes, Antonio",2496,897
2011,POR,"Galego, Luis",2500,991
2012,POR,"Antunes, Antonio",2496,1060
2013,POR,"Antunes, Antonio",2496,1177
2014,POR,"Antunes, Antonio",2496,1251
2015,POR,"Antunes, Antonio",2496,1362
2016,POR,"Antunes, Antonio",2496,1548
2017,POR,"Ferreira, Jorge Viterbo",2513,1717
2018,POR,"Antunes, Antonio",2496,1854
2019,POR,"Ferreira, Jorge Viterbo",2532,1938
2020,POR,"Ferreira, Jorge Viterbo",2521,2059
1975,RSA,Kroon  ,2370,3
1976,RSA,Kroon  ,2330,3
1977,RSA,Kroon  ,2330,3
1979,RSA,Kroon  ,2330,2
1991,RSA,"Morrison,Graham  ",2325,2
1992,RSA,"Michelakis,George  ",2350,3
1993,RSA,"Michelakis,George  ",2385,8
1994,RSA,"Gluckman,David  ",2370,9
1995,RSA,"Michelakis,George  ",2425,11
1996,RSA,"Michelakis,George  ",2410,12
1997,RSA,"Michelakis,George  ",2410,13
1998,RSA,"Michelakis,George  ",2410,14
1999,RSA,"Michelakis, George  ",2410,21
2000,RSA,"Michelakis, George  ",2405,24
2001,RSA,"Michelakis, George",2405,29
2002,RSA,"Kobese, Watu",2412,18
2003,RSA,"Michelakis, George",2405,41
2004,RSA,"Michelakis, George",2432,53
2005,RSA,"Michelakis, George",2437,66
2006,RSA,undefined,2425,76
2007,RSA,"Michelakis, George",2425,85
2008,RSA,"Michelakis, George",2425,99
2009,RSA,"Michelakis, George",2425,122
2010,RSA,"Michelakis, George",2425,145
2011,RSA,"Michelakis, George",2425,170
2012,RSA,"Solomon, Kenny",2461,186
2013,RSA,"Solomon, Kenny",2432,246
2014,RSA,"Michelakis, George",2425,281
2015,RSA,"Cawdery, Daniel",2428,409
2016,RSA,"Michelakis, George",2425,564
2017,RSA,"Michelakis, George",2425,709
2018,RSA,"Cawdery, Daniel",2446,858
2019,RSA,"Cawdery, Daniel",2428,1048
2020,RSA,"Cawdery, Daniel",2426,1204
1975,PAN,Fabrega  ,2205,1
1976,PAN,Fabrega  ,2205,1
1977,PAN,Fabrega  ,2205,1
1979,PAN,Fabrega  ,2225,2
1980,PAN,Paniagua  ,2250,3
1981,PAN,Paniagua  ,2250,3
1982,PAN,Paniagua  ,2250,3
1983,PAN,Paniagua  ,2235,1
1984,PAN,Paniagua  ,2245,1
1985,PAN,Paniagua  ,2285,1
1986,PAN,Paniagua  ,2285,2
1987,PAN,Paniagua  ,2285,6
1988,PAN,Paniagua  ,2285,6
1989,PAN,Paniagua  ,2285,8
1990,PAN,"Paniagua,R. ",2285,8
1991,PAN,"Paniagua, Roberto  ",2285,8
1992,PAN,"Paniagua, Roberto  ",2285,8
1993,PAN,"Paniagua, Roberto  ",2285,9
1994,PAN,"Paniagua, Roberto  ",2285,9
1995,PAN,"Paniagua, Roberto  ",2285,8
1996,PAN,"Paniagua, Roberto  ",2285,8
1997,PAN,"Paniagua, Roberto  ",2285,9
1998,PAN,"Fabrega,Enrique  ",2270,4
1999,PAN,"Paniagua, Roberto  ",2285,10
2000,PAN,"Paniagua, Roberto  ",2285,10
2001,PAN,"Paniagua, Roberto",2285,11
2002,PAN,"Esquivel, Luis",2288,3
2003,PAN,"Esquivel, Luis",2314,17
2004,PAN,"Esquivel, Luis",2314,19
2005,PAN,"Paniagua, Roberto",2285,22
2006,PAN,undefined,2285,22
2007,PAN,"Paniagua, Roberto",2285,26
2008,PAN,"Baules, Jorge",2291,28
2009,PAN,"Baules, Jorge",2330,29
2011,PAN,"Baules, Jorge",2380,33
2013,PAN,"Baules, Jorge",2307,63
2014,PAN,"Baules, Jorge",2296,78
2015,PAN,"Baules, Jorge",2338,80
2016,PAN,"Baules, Jorge",2401,125
2017,PAN,"Baules, Jorge",2363,164
2018,PAN,"Sanchez Alvarez, Roberto Carlos",2402,212
2019,PAN,"Sanchez Alvarez, Roberto Carlos",2415,246
2020,PAN,"Sanchez Alvarez, Roberto Carlos",2408,296
1975,AUS,Woodhams  ,2470,8
1976,AUS,Woodhams  ,2430,5
1977,AUS,"Jamieson,R.M. ",2430,10
1978,AUS,"Jamieson,R.M. ",2420,12
1979,AUS,"Jamieson,R.M. ",2425,11
1980,AUS,"Jamieson,R.M. ",2415,15
1981,AUS,"Jamieson,R.M. ",2420,18
1982,AUS,"Jamieson,R.M. ",2425,21
1983,AUS,"Johansen,D.K. ",2490,25
1984,AUS,"Johansen,D.K. ",2475,28
1985,AUS,"Rogers,I. ",2485,34
1986,AUS,"Rogers,I. ",2515,37
1987,AUS,"Rogers,I. ",2525,33
1988,AUS,"Rogers,I. ",2520,35
1989,AUS,"Rogers,I. ",2505,42
1990,AUS,"Rogers,I. ",2515,47
1991,AUS,"Rogers,Ian  ",2545,69
1992,AUS,"Rogers,Ian  ",2550,75
1993,AUS,"Rogers,Ian  ",2575,79
1994,AUS,"Rogers,Ian  ",2565,82
1995,AUS,"Rogers,Ian  ",2570,95
1996,AUS,"Rogers,Ian  ",2580,105
1997,AUS,"Rogers,Ian  ",2600,107
1998,AUS,"Rogers,Ian  ",2570,84
1999,AUS,"Rogers, Ian  ",2618,135
2000,AUS,"Rogers, Ian  ",2562,146
2001,AUS,"Rogers, Ian",2529,159
